Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct,
 Michael Sgarbossa,FLA,9,,0,,2,,2,,-2,,0,,6,,4,,34,,47,,0.42,,0,,1,,0,,0,,0,,7,,0,
 Ryan Garbutt,ANA,18,,1,,1,,2,,-4,,12,,34,,9,,5,,4,,0.556,,0,,0,,0,,1,,1,,18,,0.056,
 Brian Flynn,MON,12,,0,,2,,2,,1,,2,,8,,8,,9,,14,,0.391,,0,,0,,0,,0,,0,,11,,0,
 Drew Miller,DET,15,,2,,0,,2,,-5,,2,,18,,12,,1,,0,,1,,0,,0,,0,,0,,1,,11,,0.182,
 Ryan Callahan,TAM,11,,1,,1,,2,,1,,17,,31,,10,,2,,3,,0.4,,0,,0,,0,,0,,0,,15,,0.067,
 Teddy Purcell,LOS,11,,0,,2,,2,,0,,0,,7,,2,,3,,0,,1,,0,,0,,0,,0,,0,,10,,0,
 Andrej Nestrasil,CAR,8,,1,,1,,2,,-4,,0,,9,,2,,2,,2,,0.5,,0,,0,,0,,0,,0,,18,,0.056,
 Tyler Graovac,MIN,9,,2,,0,,2,,1,,0,,12,,0,,36,,35,,0.507,,0,,0,,0,,0,,0,,9,,0.222,
 Jack Johnson,COB,15,,0,,2,,2,,5,,10,,26,,28,,0,,0,,N/A,,0,,0,,0,,0,,0,,18,,0,
 Reid Boucher,NJD,7,,0,,2,,2,,1,,2,,6,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0,
 Noel Acciari,BOS,12,,0,,2,,2,,1,,4,,26,,2,,7,,12,,0.368,,0,,0,,0,,0,,0,,8,,0,
 Brian Dumoulin,PIT,18,,0,,2,,2,,-5,,10,,33,,23,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0,
 Steve Ott,DET,15,,1,,1,,2,,1,,24,,37,,5,,37,,25,,0.597,,0,,0,,0,,0,,0,,13,,0.077,
 Matt Martin,TOR,18,,0,,2,,2,,-1,,41,,83,,2,,0,,5,,0,,0,,0,,0,,0,,0,,17,,0,
 Ryan Murray,COB,10,,0,,2,,2,,2,,8,,3,,17,,0,,0,,N/A,,0,,0,,0,,1,,0,,6,,0,
 Ryan Reaves,STL,17,,0,,2,,2,,1,,9,,43,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0,
 Nikita Soshnikov,TOR,9,,1,,1,,2,,0,,4,,21,,1,,1,,2,,0.333,,0,,0,,0,,0,,0,,12,,0.083,
 Tyler Ennis,BUF,12,,1,,1,,2,,-6,,0,,5,,3,,0,,3,,0,,0,,0,,0,,0,,0,,29,,0.034,
 Adam Clendening,NYR,6,,0,,2,,2,,4,,2,,1,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Alan Quine,NYI,9,,1,,1,,2,,2,,2,,18,,4,,10,,9,,0.526,,0,,0,,0,,0,,1,,6,,0.167,
 Jacob Josefson,NJD,9,,0,,2,,2,,1,,4,,9,,2,,33,,20,,0.623,,0,,1,,0,,0,,0,,10,,0,
 Niklas Kronwall,DET,6,,0,,1,,1,,-4,,0,,8,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0,
 Bryan Little,WPG,1,,0,,1,,1,,1,,0,,0,,0,,2,,1,,0.667,,0,,0,,0,,0,,0,,1,,0,
 Michal Rozsival,CHI,5,,0,,1,,1,,1,,2,,14,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Vernon Fiddler,NJD,17,,0,,1,,1,,-2,,13,,15,,9,,112,,95,,0.541,,0,,0,,0,,0,,0,,14,,0,
 Drake Caggiula,EDM,1,,0,,1,,1,,1,,0,,1,,0,,2,,2,,0.5,,0,,0,,0,,0,,0,,0,,N/A,
 Marco Scandella,MIN,7,,0,,1,,1,,-6,,0,,4,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Oscar Lindberg,NYR,7,,0,,1,,1,,-1,,8,,5,,6,,21,,16,,0.568,,0,,1,,0,,0,,0,,5,,0,
 Eric Gelinas,COL,7,,0,,1,,1,,-1,,6,,3,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Anthony Mantha,DET,3,,0,,1,,1,,-1,,0,,4,,3,,1,,0,,1,,0,,1,,0,,0,,0,,2,,0,
 Nate Prosser,MIN,8,,0,,1,,1,,0,,0,,5,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Sergey Kalinin,NJD,12,,0,,1,,1,,-2,,7,,19,,7,,3,,3,,0.5,,0,,0,,0,,0,,0,,11,,0,
 Ryan Murphy,CAR,4,,0,,1,,1,,-6,,0,,0,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Christopher Tanev,VAN,7,,0,,1,,1,,0,,6,,3,,19,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Nick Sorensen,ANA,5,,0,,1,,1,,-1,,2,,2,,3,,1,,0,,1,,0,,0,,0,,0,,0,,7,,0,
 Brett Connolly,WAS,9,,1,,0,,1,,1,,6,,22,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0.091,
 Dennis Rasmussen,CHI,17,,1,,0,,1,,-2,,2,,19,,17,,35,,46,,0.432,,0,,0,,0,,0,,0,,18,,0.056,
 Roman Lyubimov,PHI,12,,1,,0,,1,,-2,,0,,11,,4,,0,,2,,0,,0,,0,,0,,0,,0,,16,,0.063,
 Dylan Strome,ARI,7,,0,,1,,1,,-5,,0,,3,,2,,31,,46,,0.403,,0,,0,,0,,0,,0,,6,,0,
 Xavier Ouellet,DET,6,,0,,1,,1,,2,,0,,3,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Matt Nieto,SAN,9,,0,,1,,1,,-4,,0,,12,,4,,0,,2,,0,,0,,0,,0,,0,,0,,15,,0,
 Boyd Gordon,PHI,8,,1,,0,,1,,-1,,2,,3,,3,,33,,30,,0.524,,0,,0,,0,,0,,0,,6,,0.167,
 Josh Jooris,NYR,5,,1,,0,,1,,1,,0,,10,,2,,13,,8,,0.619,,0,,0,,0,,0,,0,,3,,0.333,
 Joel Edmundson,STL,13,,0,,1,,1,,-3,,17,,23,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0,
 Jack Skille,VAN,13,,0,,1,,1,,-6,,4,,23,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0,
 Matt Hendricks,EDM,1,,0,,1,,1,,1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Lawson Crouse,ARI,13,,1,,0,,1,,-5,,6,,23,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071,
 Joe Morrow,BOS,5,,0,,1,,1,,0,,4,,6,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Shea Theodore,ANA,6,,0,,1,,1,,-2,,4,,0,,6,,0,,0,,N/A,,0,,0,,0,,1,,0,,6,,0,
 Bryan Bickell,CAR,7,,1,,0,,1,,-1,,4,,10,,1,,0,,2,,0,,1,,0,,0,,0,,1,,6,,0.167,
 Jared Boll,ANA,16,,0,,1,,1,,-6,,26,,12,,2,,0,,1,,0,,0,,0,,0,,0,,0,,6,,0,
 Zachary Sanford,WAS,15,,0,,1,,1,,1,,4,,9,,4,,5,,3,,0.625,,0,,0,,0,,0,,0,,12,,0,
 William Carrier,BUF,8,,1,,0,,1,,2,,0,,29,,2,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0.071,
 Austin Watson,NAS,13,,0,,1,,1,,3,,12,,23,,2,,0,,2,,0,,0,,0,,0,,0,,0,,10,,0,
 Jake Virtanen,VAN,10,,0,,1,,1,,1,,2,,17,,4,,3,,0,,1,,0,,0,,0,,0,,0,,13,,0,
 Michael Chaput,VAN,7,,0,,1,,1,,-1,,2,,11,,3,,30,,19,,0.612,,0,,0,,0,,0,,0,,4,,0,
 Matt Carle,NAS,6,,0,,1,,1,,-1,,0,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Patrick Sharp,DAL,5,,0,,1,,1,,-2,,8,,7,,3,,3,,4,,0.429,,0,,0,,0,,0,,0,,12,,0,
 Mark Fayne,EDM,1,,0,,1,,1,,1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Tom Sestito,PIT,8,,0,,1,,1,,0,,24,,15,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Kevin Labanc,SAN,6,,1,,0,,1,,2,,4,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125,
 Ondrej Kase,ANA,2,,0,,1,,1,,0,,0,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0,
 Kevin Gravel,LOS,9,,0,,1,,1,,3,,4,,16,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Esa Lindell,DAL,10,,0,,1,,1,,-6,,0,,15,,14,,0,,1,,0,,0,,1,,0,,0,,0,,12,,0,
 Evander Kane,BUF,7,,0,,1,,1,,-6,,10,,16,,4,,11,,12,,0.478,,0,,1,,0,,0,,0,,13,,0,
 Lance Bouma,CGY,13,,0,,1,,1,,-2,,4,,33,,12,,0,,1,,0,,0,,0,,0,,0,,0,,8,,0,
 Chris Thorburn,WPG,15,,1,,0,,1,,-3,,30,,27,,10,,7,,8,,0.467,,0,,0,,0,,0,,0,,10,,0.1,
 Magnus Paajarvi,STL,3,,1,,0,,1,,0,,0,,1,,2,,1,,1,,0.5,,0,,0,,0,,0,,1,,2,,0.5,
 Peter Holland,TOR,7,,0,,1,,1,,-2,,4,,3,,1,,26,,30,,0.464,,0,,0,,0,,0,,0,,12,,0,
 Taylor Chorney,WAS,2,,0,,1,,1,,1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 A.J. Greer,COL,3,,0,,1,,1,,0,,2,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Tom Wilson,WAS,17,,1,,0,,1,,3,,16,,34,,5,,0,,3,,0,,0,,0,,0,,0,,0,,20,,0.05,
 Jordan Nolan,LOS,9,,0,,1,,1,,-2,,20,,12,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Olli Maatta,PIT,18,,0,,1,,1,,4,,6,,16,,30,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0,
 Brenden Dillon,SAN,18,,0,,1,,1,,-1,,14,,39,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0,
 Luke Schenn,ARI,15,,0,,1,,1,,-2,,7,,46,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Adam Pelech,NYI,5,,0,,1,,1,,-3,,0,,6,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Christoph Bertschy,MIN,5,,0,,1,,1,,0,,4,,7,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Drew Stafford,WPG,6,,0,,1,,1,,1,,2,,2,,0,,0,,3,,0,,0,,0,,0,,0,,0,,6,,0,
 Charles Hudon,MON,2,,0,,1,,1,,0,,2,,9,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Cole Schneider,BUF,3,,0,,1,,1,,2,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Seth Griffith,FLA,6,,0,,1,,1,,1,,0,,8,,2,,0,,3,,0,,0,,0,,0,,0,,0,,5,,0,
 Teemu Pulkkinen,MIN,8,,1,,0,,1,,-1,,2,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25,
 Chris Terry,MON,3,,0,,1,,1,,-1,,2,,5,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Kevin Bieksa,ANA,18,,1,,0,,1,,0,,19,,42,,16,,0,,0,,N/A,,1,,0,,0,,0,,0,,31,,0.032,
 Carl Gunnarsson,STL,15,,0,,1,,1,,0,,4,,12,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Kevin Connauton,ARI,6,,0,,1,,1,,0,,6,,12,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Danton Heinen,BOS,7,,0,,0,,0,,-2,,2,,5,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Garnet Hathaway,CGY,3,,0,,0,,0,,0,,2,,4,,1,,4,,0,,1,,0,,0,,0,,0,,0,,2,,0,
 Nikita Tryamkin,VAN,9,,0,,0,,0,,1,,13,,31,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0,
 Thomas Chabot,OTT,1,,0,,0,,0,,-2,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Sonny Milano,COB,2,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Evan Rodrigues,BUF,2,,0,,0,,0,,-1,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0,
 Trevor van Riemsdyk,CHI,2,,0,,0,,0,,0,,4,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Jay McClement,CAR,16,,0,,0,,0,,-7,,0,,13,,5,,60,,58,,0.508,,0,,0,,0,,0,,0,,9,,0,
 Jakub Nakladal,CAR,3,,0,,0,,0,,-4,,0,,2,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Mathew Barzal,NYI,2,,0,,0,,0,,-2,,6,,1,,0,,6,,7,,0.462,,0,,0,,0,,0,,0,,0,,N/A,
 Frederick Gaudreau,NAS,1,,0,,0,,0,,0,,0,,0,,3,,1,,2,,0.333,,0,,0,,0,,0,,0,,0,,N/A,
 Joel Hanley,MON,4,,0,,0,,0,,0,,4,,7,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Derek Ryan,CAR,3,,0,,0,,0,,-1,,2,,3,,0,,20,,12,,0.625,,0,,0,,0,,0,,0,,2,,0,
 Jordin Tootoo,CHI,17,,0,,0,,0,,0,,11,,16,,2,,1,,0,,1,,0,,0,,0,,0,,0,,20,,0,
 Casey Nelson,BUF,8,,0,,0,,0,,-4,,2,,13,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Mikhail Sergachev,MON,3,,0,,0,,0,,1,,0,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Jacob Larsson,ANA,4,,0,,0,,0,,-1,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Blake Speers,NJD,3,,0,,0,,0,,0,,0,,1,,1,,0,,2,,0,,0,,0,,0,,0,,0,,3,,0,
 Ales Hemsky,DAL,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Zach Bogosian,BUF,9,,0,,0,,0,,-2,,6,,6,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0,
 Jacob Trouba,WPG,5,,0,,0,,0,,-2,,2,,5,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Eric Gryba,EDM,14,,0,,0,,0,,-2,,14,,53,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Steven Kampfer,NYR,1,,0,,0,,0,,-1,,4,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Jamie Oleksiak,DAL,5,,0,,0,,0,,0,,7,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Cody Eakin,DAL,2,,0,,0,,0,,-2,,0,,2,,2,,17,,11,,0.607,,0,,0,,0,,0,,0,,2,,0,
 Nicolas Deslauriers,BUF,7,,0,,0,,0,,-3,,4,,16,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Linden Vey,CGY,4,,0,,0,,0,,-2,,0,,1,,0,,9,,15,,0.375,,0,,0,,0,,0,,0,,1,,0,
 Mike Blunden,OTT,1,,0,,0,,0,,0,,0,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Harry Zolnierczyk,NAS,1,,0,,0,,0,,0,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Mark Borowiecki,OTT,18,,0,,0,,0,,-1,,23,,61,,23,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Matt Puempel,OTT,13,,0,,0,,0,,-5,,7,,10,,6,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0,
 Adam McQuaid,BOS,13,,0,,0,,0,,1,,11,,27,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Miikka Salomaki,NAS,2,,0,,0,,0,,-1,,0,,6,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Andy Andreoff,LOS,9,,0,,0,,0,,-1,,8,,17,,3,,8,,6,,0.571,,0,,0,,0,,0,,0,,4,,0,
 Mike Reilly,MIN,8,,0,,0,,0,,-1,,2,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Trevor Smith,NAS,1,,0,,0,,0,,0,,0,,0,,2,,0,,8,,0,,0,,0,,0,,0,,0,,0,,N/A,
 Scott Mayfield,NYI,1,,0,,0,,0,,0,,17,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Jakub Kindl,FLA,1,,0,,0,,0,,0,,2,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Scott Harrington,COB,2,,0,,0,,0,,0,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Ty Rattie,STL,2,,0,,0,,0,,0,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Gabriel Bourque,COL,5,,0,,0,,0,,0,,0,,14,,6,,0,,1,,0,,0,,0,,0,,0,,0,,3,,0,
 Taylor Beck,EDM,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Emerson Etem,ANA,3,,0,,0,,0,,1,,2,,4,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,N/A,
 Jon Merrill,NJD,2,,0,,0,,0,,-2,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Patrik Nemeth,DAL,12,,0,,0,,0,,-3,,2,,15,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0,
 Quinton Howden,WPG,4,,0,,0,,0,,1,,0,,4,,0,,0,,2,,0,,0,,0,,0,,0,,0,,4,,0,
 Jimmy Hayes,BOS,16,,0,,0,,0,,-9,,9,,20,,1,,1,,3,,0.25,,0,,0,,0,,0,,0,,29,,0,
 Cody McLeod,COL,10,,0,,0,,0,,-1,,23,,18,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Dylan McIlrath,FLA,2,,0,,0,,0,,-2,,4,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 David Warsofsky,PIT,4,,0,,0,,0,,1,,2,,3,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Shawn Thornton,FLA,2,,0,,0,,0,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Mason Raymond,ANA,4,,0,,0,,0,,-2,,0,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,3,,0,
 Dalton Prout,COB,8,,0,,0,,0,,2,,8,,18,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Brandon Davidson,EDM,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Anthony Bitetto,NAS,1,,0,,0,,0,,-1,,5,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Cody Bass,NAS,9,,0,,0,,0,,-1,,19,,14,,4,,0,,2,,0,,0,,0,,0,,0,,0,,1,,0,
 Freddie Hamilton,CGY,9,,0,,0,,0,,0,,0,,17,,0,,23,,19,,0.548,,0,,0,,0,,0,,0,,9,,0,
 Alex Biega,VAN,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Julian Melchiori,WPG,4,,0,,0,,0,,-3,,0,,5,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Andrew Desjardins,CHI,5,,0,,0,,0,,0,,2,,4,,2,,5,,4,,0.556,,0,,0,,0,,0,,0,,11,,0,
 Nicklas Grossmann,CGY,3,,0,,0,,0,,-4,,2,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Robert Bortuzzo,STL,5,,0,,0,,0,,3,,2,,14,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Jamie McBain,ARI,3,,0,,0,,0,,-1,,0,,0,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Ryan Pulock,NYI,1,,0,,0,,0,,1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Curtis Lazar,OTT,1,,0,,0,,0,,-1,,0,,3,,0,,1,,4,,0.2,,0,,0,,0,,0,,0,,3,,0,
 Justin Falk,BUF,5,,0,,0,,0,,-2,,0,,9,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Luke Witkowski,TAM,1,,0,,0,,0,,0,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Jayson Megna,VAN,3,,0,,0,,0,,-1,,2,,7,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Cristoval Nieves,NYR,1,,0,,0,,0,,-1,,0,,0,,1,,3,,7,,0.3,,0,,0,,0,,0,,0,,0,,N/A,
 Mark Stuart,WPG,5,,0,,0,,0,,1,,0,,4,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Petteri Lindbohm,STL,5,,0,,0,,0,,-3,,4,,9,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Hunter Shinkaruk,CGY,3,,0,,0,,0,,-4,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Sven Andrighetto,MON,4,,0,,0,,0,,0,,0,,5,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Hudson Fasching,BUF,6,,0,,0,,0,,-2,,2,,10,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Tyler Gaudet,ARI,1,,0,,0,,0,,-1,,0,,0,,0,,1,,7,,0.125,,0,,0,,0,,0,,0,,0,,N/A,
 Zack Mitchell,MIN,5,,0,,0,,0,,0,,0,,9,,2,,1,,1,,0.5,,0,,0,,0,,0,,0,,6,,0,
 Miles Wood,NJD,2,,0,,0,,0,,0,,4,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Oliver Bjorkstrand,COB,3,,0,,0,,0,,-2,,4,,1,,1,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0,
 Justin Bailey,BUF,2,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Tyler Bertuzzi,DET,4,,0,,0,,0,,-1,,0,,6,,0,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0,
 Jiri Hudler,DAL,4,,0,,0,,0,,-3,,0,,0,,1,,1,,1,,0.5,,0,,0,,0,,0,,0,,0,,N/A,
 Martin Frk,DET,2,,0,,0,,0,,-3,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Brock McGinn,CAR,3,,0,,0,,0,,-1,,0,,3,,1,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0,
 Max McCormick,OTT,3,,0,,0,,0,,-2,,0,,7,,0,,11,,9,,0.55,,0,,0,,0,,0,,0,,3,,0,
 John Mitchell,COL,12,,0,,0,,0,,1,,10,,10,,8,,59,,43,,0.578,,0,,0,,0,,0,,0,,7,,0,
 Simon Despres,ANA,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Rob O'Gara,BOS,3,,0,,0,,0,,1,,0,,3,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Frank Corrado,TOR,1,,0,,0,,0,,0,,2,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Fredrik Claesson,OTT,6,,0,,0,,0,,-1,,0,,6,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Blake Pietila,NJD,1,,0,,0,,0,,-1,,0,,3,,0,,4,,5,,0.444,,0,,0,,0,,0,,0,,0,,N/A,
 Sean Kuraly,BOS,4,,0,,0,,0,,-1,,2,,1,,0,,1,,2,,0.333,,0,,0,,0,,0,,0,,6,,0,
 Cory Conacher,TAM,1,,0,,0,,0,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Phil Varone,OTT,3,,0,,0,,0,,-1,,2,,1,,0,,7,,8,,0.467,,0,,0,,0,,0,,0,,0,,N/A,
 Cal O'Reilly,BUF,1,,0,,0,,0,,0,,0,,0,,0,,4,,5,,0.444,,0,,0,,0,,0,,0,,1,,0,
 Josh Gorges,BUF,18,,0,,0,,0,,-2,,19,,45,,37,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0,
 Phillip Di Giuseppe,CAR,11,,0,,0,,0,,-6,,11,,17,,3,,0,,1,,0,,0,,0,,0,,0,,0,,17,,0,
 Derrick Pouliot,PIT,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Dmitry Kulikov,BUF,12,,0,,0,,0,,-4,,10,,12,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Jordan Schroeder,MIN,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Matt Tennyson,CAR,3,,0,,0,,0,,2,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Hampus Lindholm,ANA,5,,0,,0,,0,,3,,2,,5,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Michael Zalewski,VAN,1,,0,,0,,0,,-1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
